5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14
14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14
14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14
14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14
14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14
14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,14,6,7,6,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14,14,14,14,6,7,6,14,14,14,14,6,7,6,14,14,14,14,14
